Province	Electoral District Name/Nom de circonscription	Electoral District Number/Numéro de circonscription	Candidate/Candidat	Candidate Residence/Résidence du candidat	Candidate Occupation/Profession du candidat	Votes Obtained/Votes obtenus	Percentage of Votes Obtained /Pourcentage des votes obtenus	Majority/Majorité	Majority Percentage/Pourcentage de majorité
Alberta	Leduc--Wetaskiwin	48028	Katherine Swampy NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Maskwacis, Alta./ Alb.	Business Development/Développement commercial	3927	6.1		
Alberta	Leduc--Wetaskiwin	48028	Jose Flores People's Party - PPC/Parti populaire - PPC	Edmonton, Alta./ Alb.	Salesperson/Vendeur	688	1.1		
Alberta	Leduc--Wetaskiwin	48028	Kirk Cayer United Party of Canada (UP)/Parti Uni du Canada (UP)	Leduc, Alta./ Alb.	Communications/Communications	318	0.5		
Alberta	Leduc--Wetaskiwin	48028	Christopher Everingham Canadian Future Party/Parti Avenir Canadien	Beaumont, Alta./ Alb.	Peace Officer/Agent de la paix	145	0.2		
Alberta	Lethbridge	48029	Rachael Thomas ** Conservative/Conservateur	Lethbridge, Alta./ Alb.	Parliamentarian/Parlementaire	40866	61.1	18967	28.3
Alberta	Lethbridge	48029	Chris Spearman Liberal/Libéral	Pincher Creek, Alta./ Alb.	Retired/À la retraite	21899	32.7		
Alberta	Lethbridge	48029	Nathan Svoboda NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Coaldale, Alta./ Alb.	Primary Care Paramedic/Paramédic - soins primaires	2431	3.6		
Alberta	Lethbridge	48029	Marc Slingerland Christian Heritage Party/Parti de l'Héritage Chrétien	Lethbridge, Alta./ Alb.	Teacher/Enseignant	806	1.2		
Alberta	Lethbridge	48029	Clara Piedalue People's Party - PPC/Parti populaire - PPC	Lethbridge, Alta./ Alb.	Business Broker/Courtière en affaires	478	0.7		
Alberta	Lethbridge	48029	Amber Murray Green Party/Parti Vert	Lethbridge, Alta./ Alb.	Landscaper/Paysagiste	457	0.7		
Alberta	Medicine Hat--Cardston--Warner	48030	Glen Motz ** Conservative/Conservateur	Medicine Hat, Alta./ Alb.	Parliamentarian/Parlementaire	41518	76.7	31964	59.1
Alberta	Medicine Hat--Cardston--Warner	48030	Tom Rooke Liberal/Libéral	Medicine Hat, Alta./ Alb.	Retired/À la retraite	9554	17.7		
Alberta	Medicine Hat--Cardston--Warner	48030	Jocelyn Johnson NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Edmonton, Alta./ Alb.	Communications/Communications	2588	4.8		
Alberta	Medicine Hat--Cardston--Warner	48030	Andy Shadrack Green Party/Parti Vert	Kaslo, B.C./ C.-B.	Retired/À la retraite	440	0.8		
Alberta	Parkland	48031	Dane Lloyd ** Conservative/Conservateur	Stony Plain, Alta./ Alb.	Parliamentarian/Parlementaire	53468	75.2	40778	57.3
Alberta	Parkland	48031	Ashley Fearnall Liberal/Libéral	Sturgeon County, Alta./ Alb.	Director of Human Resources/Directrice des ressources humaines	12690	17.8		
Alberta	Parkland	48031	Keri Goad NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Edmonton, Alta./ Alb.	Teacher/Enseignante	2949	4.1		
Alberta	Parkland	48031	Jason Lavigne People's Party - PPC/Parti populaire - PPC	Breton, Alta./ Alb.	Independent Journalist/Journaliste indépendant	1066	1.5		
Alberta	Parkland	48031	Daniel Birrell Green Party/Parti Vert	Parkland County, Alta./ Alb.	Stay-at-Home Dad/Père au foyer	449	0.6		
Alberta	Parkland	48031	Wade Klassen United Party of Canada (UP)/Parti Uni du Canada (UP)	Haines Junction, Y.T./ Yn	Carpenter/Charpentier	287	0.4		
Alberta	Parkland	48031	Kevin Schulthies Christian Heritage Party/Parti de l'Héritage Chrétien	Edmonton, Alta./ Alb.	Self-Employed Graphic Designer / Marketing/Graphiste indépendant et marketing	198	0.3		
Alberta	Peace River--Westlock	48032	Arnold Viersen ** Conservative/Conservateur	Barrhead, Alta./ Alb.	Parliamentarian/Parlementaire	41130	77.1	34852	65.3
Alberta	Peace River--Westlock	48032	Luke Markowski Liberal/Libéral	Edmonton, Alta./ Alb.	Student/Étudiant	6278	11.8		
Alberta	Peace River--Westlock	48032	Darrell Teske Independent/Indépendant(e)	Westlock, Alta./ Alb.	Home Builder / Retired /Constructeur de résidences / à la retraite	3048	5.7		
Alberta	Peace River--Westlock	48032	Landen Tischer NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Barrhead, Alta./ Alb.	Farmer/Agriculteur	2913	5.5		
Alberta	Ponoka--Didsbury	48033	Blaine Calkins ** Conservative/Conservateur	Lacombe, Alta./ Alb.	Parliamentarian/Parlementaire	56106	81.8	48692	71
Alberta	Ponoka--Didsbury	48033	Logan Hooley NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Edmonton, Alta./ Alb.	Student/Étudiant	7414	10.8		
Alberta	Ponoka--Didsbury	48033	Grant Abraham United Party of Canada (UP)/Parti Uni du Canada (UP)	Calgary, Alta./ Alb.	Self-Employed/Travailleur indépendant	2129	3.1		
Alberta	Ponoka--Didsbury	48033	Zarnab Zafar No Affiliation/Aucune appartenance	Calgary, Alta./ Alb.	Student/Étudiante	1641	2.4		
Alberta	Ponoka--Didsbury	48033	Larry Gratton People's Party - PPC/Parti populaire - PPC	Mountain View County, Alta./Alb.	Advanced Care Paramedic/Paramédic - soins avancés 	1289	1.9		
Alberta	Red Deer	48034	Burton Bailey Conservative/Conservateur	Red Deer County, Alta./ Alb.	Legislative Assembly Executive Assistant/Adjoint de direction à l'assemblée législative	44239	71.6	30675	49.6
Alberta	Red Deer	48034	Ayaz Bangash Liberal/Libéral	Red Deer, Alta./ Alb.	Insurance Broker/Courtier d'assurance	13564	21.9		
Alberta	Red Deer	48034	Elias Assefa NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Edmonton, Alta./ Alb.	Constituency Assistant/Adjoint de circonscription	2375	3.8		
Alberta	Red Deer	48034	Kyla Courte People's Party - PPC/Parti populaire - PPC	Red Deer, Alta./ Alb.	Produce Manager/Gérante des fruits et légumes	813	1.3		
Alberta	Red Deer	48034	Ashley MacDonald Green Party/Parti Vert	Red Deer, Alta./ Alb.	Mental Health Aide/Aide-soignant en santé mentale	618	1		
Alberta	Red Deer	48034	Brandon Pringle Christian Heritage Party/Parti de l'Héritage Chrétien	Penhold, Alta./ Alb.	Grocery Clerk/Commis d'épicerie	219	0.4		
Alberta	St. Albert--Sturgeon River	48036	Michael Cooper ** Conservative/Conservateur	St. Albert, Alta./ Alb.	Parliamentarian/Parlementaire	49216	63.9	26239	34.1
Alberta	St. Albert--Sturgeon River	48036	Lucia Stachurski Liberal/Libéral	St. Albert, Alta./ Alb.	Retired Accountant/Comptable à la retraite	22977	29.9		
Alberta	St. Albert--Sturgeon River	48036	Dorothy Anderson NDP-New Democratic Party/NPD-Nouveau Parti démocratique	St. Albert, Alta./ Alb.	Senior Advisor/Conseillère-cadre	3684	4.8		
Alberta	St. Albert--Sturgeon River	48036	Brigitte Cecelia People's Party - PPC/Parti populaire - PPC	St. Albert, Alta./Alb.	Retail Manager/Directrice de ventes au détail	820	1.1		
Alberta	St. Albert--Sturgeon River	48036	Jeff Willerton Christian Heritage Party/Parti de l'Héritage Chrétien	Airdrie, Alta./ Alb.	Salesperson/Vendeur	264	0.3		
Alberta	Sherwood Park--Fort Saskatchewan	48035	Garnett Genuis ** Conservative/Conservateur	Ardrossan, Alta./ Alb.	Parliamentarian/Parlementaire	54131	66.3	31953	39.1
Alberta	Sherwood Park--Fort Saskatchewan	48035	Tanya Holm Liberal/Libéral	Sherwood Park, Alta./ Alb.	Self-Employed/Travailleuse indépendante	22178	27.2		
Alberta	Sherwood Park--Fort Saskatchewan	48035	Chris Jones NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Sherwood Park, Alta./ Alb.	Pipe Fitter/Tuyauteur-tubiste	4136	5.1		
Alberta	Sherwood Park--Fort Saskatchewan	48035	Jay Sobel People's Party - PPC/Parti populaire - PPC	Edmonton, Alta./ Alb.	Chartered Industrial Designer/Designer industriel agréé	497	0.6		
Alberta	Sherwood Park--Fort Saskatchewan	48035	Randall Emmons Green Party/Parti Vert	Sherwood Park, Alta./ Alb.	Arena Operator/Opérateur à l’aréna	448	0.5		
Alberta	Sherwood Park--Fort Saskatchewan	48035	Mark Horseman Canadian Future Party/Parti Avenir Canadien	Sherwood Park, Alta./ Alb.	Consultant/Consultant	237	0.3		
Alberta	Yellowhead	48037	William Stevenson Conservative/Conservateur	Mountain View County, Alta./Alb.	Chartered Professional Accountant/CPA	47863	69.1	30394	43.9
Alberta	Yellowhead	48037	Michael Fark Liberal/Libéral	Invermere, B.C./ C.-B.	Director of Recovery/Directeur du recouvrement	17469	25.2		
Alberta	Yellowhead	48037	Avni Soma NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Canmore, Alta./ Alb.	Entrepreneur/Entrepreneure	2753	4		
Alberta	Yellowhead	48037	Vicky Bayford People's Party - PPC/Parti populaire - PPC	Innisfail, Alta./ Alb.	Operations Technician/Technicienne des opérations	952	1.4		
Alberta	Yellowhead	48037	Dale Heath Christian Heritage Party/Parti de l'Héritage Chrétien	Canmore, Alta./ Alb.	Retired/À la retraite	253	0.4		
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Sukhman Gill Conservative/Conservateur	Langley, B.C./ C.-B.	Farm and Office Manager/Gestionnaire de ferme et de bureau	24116	43.1	5147	9.2
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Kevin Gillies Liberal/Libéral	Abbotsford, B.C./ C.-B.	Real Estate Agent/Agent d'immeubles	18969	33.9		
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Michael de Jong Independent/Indépendant(e)	Abbotsford, B.C./ C.-B.	Provincial Parliamentarian/Parlementaire provincial	9747	17.4		
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Dharmasena Yakandawela NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Coquitlam, B.C./ C.-B.	Barrister and Solicitor/Avocat-procureur	2104	3.8		
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Melissa Snazell Green Party/Parti Vert	Aldergrove, B.C./ C.-B.	Registered Pharmacy Technician/Technicienne en pharmacie agréée	577	1		
British Columbia/Colombie-Britannique	Abbotsford--South Langley/Abbotsford--Langley-Sud	59001	Aeriol Alderking People's Party - PPC/Parti populaire - PPC	Abbotsford, B.C./ C.-B.	Retired/À la retraite	459	0.8		
British Columbia/Colombie-Britannique	Burnaby Central	59002	Wade Chang Liberal/Libéral	Burnaby, B.C./ C.-B.	Lawyer/Avocat	21745	42.2	1856	3.6
British Columbia/Colombie-Britannique	Burnaby Central	59002	James Yan Conservative/Conservateur	Burnaby, B.C./ C.-B.	Manager/Gestionnaire	19889	38.6		
British Columbia/Colombie-Britannique	Burnaby Central	59002	Jagmeet Singh ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Burnaby, B.C./ C.-B.	Parliamentarian/Parlementaire	9353	18.2		
British Columbia/Colombie-Britannique	Burnaby Central	59002	Richard Farbridge People's Party - PPC/Parti populaire - PPC	Burnaby, B.C./ C.-B.	Civil Engineer/Ingénieur civil	506	1		
British Columbia/Colombie-Britannique	Burnaby North--Seymour/Burnaby-Nord--Seymour	59003	Terry Beech ** Liberal/Libéral	Burnaby, B.C./ C.-B.	Parliamentarian/Parlementaire	37829	59.1	16087	25.1
British Columbia/Colombie-Britannique	Burnaby North--Seymour/Burnaby-Nord--Seymour	59003	Mauro Francis Conservative/Conservateur	Burnaby, B.C./ C.-B.	Executive Director/Directeur général	21742	33.9		
British Columbia/Colombie-Britannique	Burnaby North--Seymour/Burnaby-Nord--Seymour	59003	Michael Charrois NDP-New Democratic Party/NPD-Nouveau Parti démocratique	North Vancouver, B.C./ C.-B.	Performance Artist/Artiste en performance 	4121	6.4		
British Columbia/Colombie-Britannique	Burnaby North--Seymour/Burnaby-Nord--Seymour	59003	Jesse Fulton People's Party - PPC/Parti populaire - PPC	Burnaby, B.C./ C.-B.	Driver/Chauffeur	366	0.6		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Todd Doherty ** Conservative/Conservateur	Prince George, B.C./ C.-B.	Parliamentarian/Parlementaire	38175	60.3	18932	29.9
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Clinton Emslie Liberal/Libéral	Quesnel, B.C./ C.-B.	Chief Executive Officer/Président-directeur général	19243	30.4		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Angie Bonazzo NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Prince George, B.C./ C.-B.	Mental Health Support Worker/Travailleuse de soutien en santé mentale	3900	6.2		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Jodie Capling Green Party/Parti Vert	Williams Lake, B.C./ C.-B.	Yoga Teacher/Professeure de yoga	1155	1.8		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Rudy Sans People's Party - PPC/Parti populaire - PPC	Prince George, B.C./ C.-B.	Deputy Sheriff/Shérif adjoint	436	0.7		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Kenneth B. Thomson Independent/Indépendant(e)	Quesnel, B.C./ C.-B.	Lawyer/Avocat	208	0.3		
British Columbia/Colombie-Britannique	Cariboo--Prince George	59004	Jake Wiens Christian Heritage Party/Parti de l'Héritage Chrétien	Prince George, B.C./ C.-B.	Retired Teacher/Enseignant à la retraite	174	0.3		
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Mark Strahl ** Conservative/Conservateur	Chilliwack, B.C./ C.-B.	Parliamentarian/Parlementaire	36027	54.8	12773	19.4
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Zeeshan Khan Liberal/Libéral	Chilliwack, B.C./ C.-B.	Child Care Worker/Travailleur des services à l'enfance	23254	35.4		
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Teri Westerby NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Chilliwack, B.C./ C.-B.	Marketing Professional/Professionnel en marketing	4779	7.3		
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Salina Derish Green Party/Parti Vert	Chilliwack, B.C./ C.-B.	Business Owner/Propriétaire d'entreprise	1083	1.6		
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Jeff Galbraith People's Party - PPC/Parti populaire - PPC	Chilliwack, B.C./ C.-B.	Assembly Worker/Ouvrier d'assemblage	482	0.7		
British Columbia/Colombie-Britannique	Chilliwack--Hope	59005	Christopher Adam United Party of Canada (UP)/Parti Uni du Canada (UP)	Chilliwack, B.C./ C.-B.	Drywall Owner / Operator/Propriétaire / exploitant de cloisons sèches	129	0.2		
British Columbia/Colombie-Britannique	Cloverdale--Langley City	59006	Tamara Jansen ** Conservative/Conservateur	Langley, B.C./ C.-B.	Retired/À la retraite	25606	47.8	778	1.5
British Columbia/Colombie-Britannique	Cloverdale--Langley City	59006	Kyle Latchford Liberal/Libéral	Langley, B.C./ C.-B.	Senior Advisor/Conseiller-cadre	24828	46.4		
British Columbia/Colombie-Britannique	Cloverdale--Langley City	59006	Vanessa Sharma NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Chilliwack, B.C./ C.-B.	Unemployed/Sans emploi	2350	4.4		
British Columbia/Colombie-Britannique	Cloverdale--Langley City	59006	Kevin Daniel Wilkie Green Party/Parti Vert	Surrey, B.C./ C.-B.	Business Development/Développement commercial	493	0.9		
British Columbia/Colombie-Britannique	Cloverdale--Langley City	59006	Jim McMurtry People's Party - PPC/Parti populaire - PPC	Surrey, B.C./ C.-B.	Teacher/Enseignant	289	0.5		
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	Rob Morrison ** Conservative/Conservateur	Creston, B.C./ C.-B.	Parliamentarian/Parlementaire	36081	50.4	15897	22.2
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	Reggie Goldsbury Liberal/Libéral	Cranbrook, B.C./ C.-B.	Executive Assistant/Adjoint de direction	20184	28.2		
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	Kallee Lins NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Nelson, B.C./ C.-B.	Executive Director/Directrice générale	12871	18		
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	Steven Maffioli Green Party/Parti Vert	Fernie, B.C./ C.-B.	Grocery Store Worker / Yoga Instructor/Employé d'épicerie et instructeur de yoga	1064	1.5		
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	James Wiedrick Independent/Indépendant(e)	Nelson, B.C./ C.-B.	Physician/Médecin	856	1.2		
British Columbia/Colombie-Britannique	Columbia--Kootenay--Southern Rockies	59007	Laurie Baird People's Party - PPC/Parti populaire - PPC	Kelowna, B.C./ C.-B.	Retired/À la retraite	486	0.7		
British Columbia/Colombie-Britannique	Coquitlam--Port Coquitlam	59008	Ron McKinnon ** Liberal/Libéral	Port Coquitlam, B.C./ C.-B.	Parliamentarian/Parlementaire	27250	47.4	2520	4.4
British Columbia/Colombie-Britannique	Coquitlam--Port Coquitlam	59008	Iain Black Conservative/Conservateur	Coquitlam, B.C./ C.-B.	Businessman/Homme d'affaires	24730	43		
British Columbia/Colombie-Britannique	Coquitlam--Port Coquitlam	59008	Laura Dupont NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Port Coquitlam, B.C./ C.-B.	Unemployed/Sans emploi	4253	7.4		
British Columbia/Colombie-Britannique	Coquitlam--Port Coquitlam	59008	Lewis Clarke Dahlby Libertarian/Libertarien	Port Coquitlam, B.C./ C.-B.	Business Owner/Propriétaire d'entreprise	785	1.4		
British Columbia/Colombie-Britannique	Coquitlam--Port Coquitlam	59008	Michael Peter Glenister Green Party/Parti Vert	Coquitlam, B.C./ C.-B.	Educator/Éducateur	504	0.9		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Gord Johns ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Port Alberni, B.C./ C.-B.	Parliamentarian/Parlementaire	31617	39.6	3589	4.5
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Kris McNichol Conservative/Conservateur	Nanoose Bay, B.C./ C.-B.	Business Owner/Propriétaire d'entreprise	28028	35.1		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Brian Cameron Liberal/Libéral	Comox, B.C./ C.-B.	Aircraft Engineer/Ingénieur en aérospatiale	18078	22.7		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Chris Markevich Green Party/Parti Vert	Courtenay, B.C./ C.-B.	Customer Support Specialist/Spécialiste du service clientèle	1352	1.7		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Thomas Gamble People's Party - PPC/Parti populaire - PPC	Langford, B.C./ C.-B.	Entrepreneur/Entrepreneur	427	0.5		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Teresa Knight Animal Protection Party/Parti Protection Animaux	Union Bay, B.C./ C.-B.	Substitute Teacher/Enseignant suppléant	195	0.2		
British Columbia/Colombie-Britannique	Courtenay--Alberni	59009	Jesse Musial Christian Heritage Party/Parti de l'Héritage Chrétien	Coombs, B.C./ C.-B.	Business Management/Gestion des affaires	69	0.1		
British Columbia/Colombie-Britannique	Cowichan--Malahat--Langford	59010	Jeff Kibble Conservative/Conservateur	Langford, B.C./ C.-B.	Retired Veteran/Ancien combattant à la retraite	28370	37.2	3544	4.7
British Columbia/Colombie-Britannique	Cowichan--Malahat--Langford	59010	Alistair MacGregor ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Duncan, B.C./ C.-B.	Parliamentarian/Parlementaire	24826	32.6		
British Columbia/Colombie-Britannique	Cowichan--Malahat--Langford	59010	Blair Herbert Liberal/Libéral	Mill Bay, B.C./ C.-B.	Real Estate Broker/Courtier immobilier	21478	28.2		
British Columbia/Colombie-Britannique	Cowichan--Malahat--Langford	59010	Kathleen Code Green Party/Parti Vert	Cobble Hill, B.C./ C.-B.	Retired/À la retraite	1500	2		
British Columbia/Colombie-Britannique	Delta	59011	Jill McKnight Liberal/Libéral	Delta, B.C./ C.-B.	Former Executive Director / Former Business Owner/Ex-directrice générale / propriétaire d'entreprise	32802	51.8	5488	8.7
British Columbia/Colombie-Britannique	Delta	59011	Jessy Sahota Conservative/Conservateur	Delta, B.C./ C.-B.	Police Officer/Policier	27314	43.2		
British Columbia/Colombie-Britannique	Delta	59011	Jason McCormick NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Delta, B.C./ C.-B.	Transit Operator/Opérateur de véhicule de transport en commun	2787	4.4		
British Columbia/Colombie-Britannique	Delta	59011	Natasa Sirotic People's Party - PPC/Parti populaire - PPC	Delta, B.C./ C.-B.	Teacher / Educator/Enseignante et éducatrice	390	0.6		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Stephanie McLean Liberal/Libéral	Colwood, B.C./ C.-B.	Lawyer/Avocate	36181	49.3	15099	20.6
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Grant Cool Conservative/Conservateur	Victoria, B.C./ C.-B.	Engineer/Ingénieur	21082	28.7		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Maja Tait NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Sooke, B.C./ C.-B.	Mayor/Mairesse	13666	18.6		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Ben Homer-Dixon Green Party/Parti Vert	Victoria, B.C./ C.-B.	Student/Étudiant	1959	2.7		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	David Schaafsma Christian Heritage Party/Parti de l'Héritage Chrétien	Victoria, B.C./ C.-B.	Optometrist/Optométriste	159	0.2		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Param Bhatti Independent/Indépendant(e)	Victoria, B.C./ C.-B.	Engineer/Ingénieur	152	0.2		
British Columbia/Colombie-Britannique	Esquimalt--Saanich--Sooke	59012	Robert Crooks Communist/Communiste	Vancouver, B.C./ C.-B.	Provincial Organizer/Organisateur provinciale	136	0.2		
British Columbia/Colombie-Britannique	Fleetwood--Port Kells	59013	Gurbux Saini Liberal/Libéral	Surrey, B.C./ C.-B.	Businessman/Homme d'affaires	23250	47.9	1811	3.7
British Columbia/Colombie-Britannique	Fleetwood--Port Kells	59013	Sukh Pandher Conservative/Conservateur	Surrey, B.C./ C.-B.	Businessman/Homme d'affaires	21439	44.2		
British Columbia/Colombie-Britannique	Fleetwood--Port Kells	59013	Shannon Permal NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Surrey, B.C./ C.-B.	Court Clerk/Greffière	2885	5.9		
British Columbia/Colombie-Britannique	Fleetwood--Port Kells	59013	John Hetherington People's Party - PPC/Parti populaire - PPC	Langley, B.C./ C.-B.	Artist / Entrepreneur/Artiste et entreprener	499	1		
British Columbia/Colombie-Britannique	Fleetwood--Port Kells	59013	Murali Krishnan Green Party/Parti Vert	Surrey, B.C./ C.-B.	Notary Public/Notaire public	460	0.9		
British Columbia/Colombie-Britannique	Kamloops--Shuswap--Central Rockies	59014	Mel Arnold ** Conservative/Conservateur	Salmon Arm, B.C./ C.-B.	Parliamentarian/Parlementaire	35556	52.2	9027	13.3
British Columbia/Colombie-Britannique	Kamloops--Shuswap--Central Rockies	59014	Ken Robertson Liberal/Libéral	Chase, B.C./ C.-B.	Business Owner/Propriétaire d'entreprise	26529	39		
British Columbia/Colombie-Britannique	Kamloops--Shuswap--Central Rockies	59014	Phaedra Idzan NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Salmon Arm, B.C./ C.-B.	Customer Service/Service à la clientèle	3730	5.5		
British Columbia/Colombie-Britannique	Kamloops--Shuswap--Central Rockies	59014	Owen Madden Green Party/Parti Vert	Grindrod, B.C./ C.-B.	Farmer / Food Entrepreneur/Agriculteur et entrepreneur alimentaire	1639	2.4		
British Columbia/Colombie-Britannique	Kamloops--Shuswap--Central Rockies	59014	John Michael Henry People's Party - PPC/Parti populaire - PPC	Langley, B.C./ C.-B.	Building Technologist / Chartered Project Manager/Technologue en immeubles et chargé de projet agréé	602	0.9		
British Columbia/Colombie-Britannique	Kamloops--Thompson--Nicola	59015	Frank Caputo ** Conservative/Conservateur	Kamloops, B.C./ C.-B.	Parliamentarian/Parlementaire	32008	51.5	7047	11.3
British Columbia/Colombie-Britannique	Kamloops--Thompson--Nicola	59015	Iain Currie Liberal/Libéral	Kamloops, B.C./ C.-B.	Lawyer/Avocat	24961	40.2		
British Columbia/Colombie-Britannique	Kamloops--Thompson--Nicola	59015	Miguel Godau NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Castlegar, B.C./ C.-B.	Therapist / Counsellor / Psychotherapist/Thérapeute, conseiller, et psychothérapeute	3681	5.9		
British Columbia/Colombie-Britannique	Kamloops--Thompson--Nicola	59015	Jenna Lindley Green Party/Parti Vert	Kamloops, B.C./ C.-B.	Business Owner/Propriétaire d'entreprise	936	1.5		
British Columbia/Colombie-Britannique	Kamloops--Thompson--Nicola	59015	Chris Enns People's Party - PPC/Parti populaire - PPC	Clearwater, B.C./ C.-B.	Project Manager/Chargé de projet	516	0.8		
British Columbia/Colombie-Britannique	Kelowna	59016	Stephen Fuhr Liberal/Libéral	West Kelowna, B.C./ C.-B.	Pilot/Pilote	28702	48.8	1082	1.8
British Columbia/Colombie-Britannique	Kelowna	59016	Tracy Gray ** Conservative/Conservateur	Kelowna, B.C./ C.-B.	Parliamentarian/Parlementaire	27620	46.9		
British Columbia/Colombie-Britannique	Kelowna	59016	Trevor McAleese NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Kelowna, B.C./ C.-B.	Video Game Developer/Développeur de jeux vidéo	1941	3.3		
British Columbia/Colombie-Britannique	Kelowna	59016	Catriona Wright Green Party/Parti Vert	Calgary, Alta./ Alb.	Volunteer Coordinator/Coordonnatrice des bénévoles	578	1		
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	Tako Van Popta ** Conservative/Conservateur	Langley, B.C./ C.-B.	Parliamentarian/Parlementaire	33574	51.4	5540	8.5
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	John Aldag ** Liberal/Libéral	Langley, B.C./ C.-B.	Former Parliamentarian/Ex-parlementaire	28034	42.9		
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	Holly Isaac NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Langley, B.C./ C.-B.	Relief Postal Worker/Travailleuse des postes suppléante	2611	4		
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	Debora Soutar Green Party/Parti Vert	Chilliwack, B.C./ C.-B.	Retired/À la retraite	491	0.8		
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	Alex Joehl Libertarian/Libertarien	Langley, B.C./ C.-B.	Meat Department Manager/Chef du rayon de boucherie	347	0.5		
British Columbia/Colombie-Britannique	Langley Township--Fraser Heights	59017	Sepehr Haghighat People's Party - PPC/Parti populaire - PPC	North Vancouver, B.C./ C.-B.	Biologist/Biologiste	303	0.5		
British Columbia/Colombie-Britannique	Mission--Matsqui--Abbotsford	59018	Brad Vis ** Conservative/Conservateur	Abbotsford, B.C./ C.-B.	Parliamentarian/Parlementaire	33791	56.7	11953	20.1
British Columbia/Colombie-Britannique	Mission--Matsqui--Abbotsford	59018	Jeff Howe Liberal/Libéral	Abbotsford, B.C./ C.-B.	Lawyer/Avocat	21838	36.6		
